1,Line,,,,,,,207.0863,139.8758,1.8669,207.0863,139.8758,0.8914
1,Line,,,,,,,204.6476,142.3145,1.8669,204.6476,142.3145,0.8914
1,Line,,,,,,,204.6476,153.0448,1.8669,204.6476,153.0448,0.8914
1,Line,,,,,,,220.2554,153.0448,1.8669,220.2554,153.0448,0.8914
1,Line,,,,,,,220.2554,142.3145,1.8669,220.2554,142.3145,0.8914
1,Line,,,,,,,217.8167,139.8758,1.8669,217.8167,139.8758,0.8914
1,Line,,,,,,,207.0863,155.4836,1.8669,207.0863,155.4836,0.8914
1,Arc,207.0863,142.3145,1.8669,2.4387,180,90,,,,,,
1,Arc,217.8167,142.3145,1.8669,2.4387,270,90,,,,,,
1,Arc,217.8167,153.0448,0.8914,2.4387,90,90,,,,,,
1,Line,,,,,,,217.8167,155.4836,1.8669,217.8167,155.4836,0.8914
1,Arc,217.8167,153.0448,1.8669,2.4387,0,90,,,,,,
1,Arc,207.0863,153.0448,1.8669,2.4387,90,90,,,,,,
1,Arc,189.0789,153.0448,1.8669,2.4387,90,90,,,,,,
1,Arc,189.0789,142.3145,1.8669,2.4387,180,90,,,,,,
1,Line,,,,,,,199.8092,139.8758,1.8669,189.0789,139.8758,1.8669
1,Line,,,,,,,186.6401,153.0448,1.8669,186.6401,153.0448,0.8914
1,Arc,199.8092,153.0448,1.8669,2.4387,0,90,,,,,,
1,Line,,,,,,,189.0789,155.4836,1.8669,199.8092,155.4836,1.8669
1,Arc,199.8092,142.3145,1.8669,2.4387,270,90,,,,,,
1,Arc,189.0789,142.3145,0.8914,2.4387,270,90,,,,,,
1,Arc,189.0789,153.0448,0.8914,2.4387,0,90,,,,,,
1,Line,,,,,,,189.0789,155.4836,0.8914,199.8092,155.4836,0.8914
1,Arc,199.8092,153.0448,0.8914,2.4387,90,90,,,,,,
1,Arc,199.8092,142.3145,0.8914,2.4387,180,90,,,,,,
1,Line,,,,,,,199.8092,139.8758,0.8914,189.0789,139.8758,0.8914
1,Arc,217.8167,142.3145,0.8914,2.4387,180,90,,,,,,
1,Arc,225.0938,142.3145,0.8914,2.4387,270,90,,,,,,
1,Arc,225.0938,153.0448,0.8914,2.4387,0,90,,,,,,
1,Line,,,,,,,256.2703,153.0448,1.8669,256.2703,153.0448,0.8914
1,Arc,235.8242,142.3145,1.8669,2.4387,270,90,,,,,,
1,Arc,235.8242,153.0448,0.8914,2.4387,90,90,,,,,,
1,Arc,235.8242,142.3145,0.8914,2.4387,180,90,,,,,,
1,Line,,,,,,,256.2703,142.3145,1.8669,256.2703,142.3145,0.8914
1,Line,,,,,,,240.6626,153.0448,1.8669,240.6626,153.0448,0.8914
1,Line,,,,,,,243.1013,155.4836,1.8669,243.1013,155.4836,0.8914
1,Line,,,,,,,253.8316,155.4836,1.8669,253.8316,155.4836,0.8914
1,Line,,,,,,,253.8316,139.8758,1.8669,253.8316,139.8758,0.8914
1,Line,,,,,,,243.1013,139.8758,1.8669,243.1013,139.8758,0.8914
1,Line,,,,,,,240.6626,142.3145,1.8669,240.6626,142.3145,0.8914
1,Line,,,,,,,238.2629,142.3145,1.8669,238.2629,142.3145,0.8914
1,Line,,,,,,,235.8242,139.8758,1.8669,235.8242,139.8758,0.8914
1,Line,,,,,,,225.0938,139.8758,1.8669,225.0938,139.8758,0.8914
1,Arc,207.0863,142.3145,0.8914,2.4387,270,90,,,,,,
1,Arc,207.0863,153.0448,0.8914,2.4387,0,90,,,,,,
1,Line,,,,,,,238.2629,153.0448,1.8669,238.2629,153.0448,0.8914
1,Line,,,,,,,222.6551,142.3145,1.8669,222.6551,142.3145,0.8914
1,Arc,235.8242,153.0448,1.8669,2.4387,0,90,,,,,,
1,Arc,225.0938,153.0448,1.8669,2.4387,90,90,,,,,,
1,Arc,225.0938,142.3145,1.8669,2.4387,180,90,,,,,,
1,Line,,,,,,,222.6551,153.0448,1.8669,222.6551,153.0448,0.8914
1,Line,,,,,,,225.0938,155.4836,1.8669,225.0938,155.4836,0.8914
1,Line,,,,,,,235.8242,155.4836,1.8669,235.8242,155.4836,0.8914
1,Line,,,,,,,186.6401,142.3145,1.8669,186.6401,142.3145,0.8914
1,Arc,232.0219,162.7559,0.8914,2.4387,180,90,,,,,,
1,Arc,221.2916,162.7559,0.8914,2.4387,270,90,,,,,,
1,Arc,221.2916,173.4863,0.8914,2.4387,0,90,,,,,,
1,Arc,221.2916,162.7559,1.8669,2.4387,180,90,,,,,,
1,Arc,232.0219,162.7559,1.8669,2.4387,270,90,,,,,,
1,Arc,232.0219,173.4863,0.8914,2.4387,90,90,,,,,,
1,Line,,,,,,,166.2330,153.0448,1.8669,166.2330,153.0448,0.8914
1,Line,,,,,,,150.6252,142.3145,1.8669,150.6252,142.3145,0.8914
1,Line,,,,,,,150.6252,153.0448,1.8669,150.6252,153.0448,0.8914
1,Line,,,,,,,153.0639,155.4836,1.8669,153.0639,155.4836,0.8914
1,Line,,,,,,,166.2330,142.3145,1.8669,166.2330,142.3145,0.8914
1,Line,,,,,,,163.7943,139.8758,1.8669,163.7943,139.8758,0.8914
1,Line,,,,,,,153.0639,139.8758,1.8669,153.0639,139.8758,0.8914
1,Line,,,,,,,234.4606,173.4863,1.8669,234.4606,173.4863,0.8914
1,Line,,,,,,,234.4606,162.7559,1.8669,234.4606,162.7559,0.8914
1,Line,,,,,,,232.0219,160.3172,1.8669,232.0219,160.3172,0.8914
1,Arc,241.2305,183.1514,0.8914,2.4387,180,90,,,,,,
1,Arc,230.5002,183.1514,0.8914,2.4387,270,90,,,,,,
1,Arc,230.5002,193.8818,0.8914,2.4387,0,90,,,,,,
1,Line,,,,,,,221.2916,160.3172,1.8669,221.2916,160.3172,0.8914
1,Line,,,,,,,232.0219,175.9250,1.8669,232.0219,175.9250,0.8914
1,Arc,232.0219,173.4863,1.8669,2.4387,0,90,,,,,,
1,Arc,221.2916,173.4863,1.8669,2.4387,90,90,,,,,,
1,Line,,,,,,,218.8529,162.7559,1.8669,218.8529,162.7559,0.8914
1,Line,,,,,,,218.8529,173.4863,1.8669,218.8529,173.4863,0.8914
1,Line,,,,,,,221.2916,175.9250,1.8669,221.2916,175.9250,0.8914
1,Line,,,,,,,163.7943,155.4836,1.8669,163.7943,155.4836,0.8914
1,Arc,181.8017,153.0448,1.8669,2.4387,0,90,,,,,,
1,Arc,171.0714,153.0448,1.8669,2.4387,90,90,,,,,,
1,Arc,171.0714,142.3145,1.8669,2.4387,180,90,,,,,,
1,Line,,,,,,,168.6327,153.0448,1.8669,168.6327,153.0448,0.8914
1,Line,,,,,,,171.0714,155.4836,1.8669,171.0714,155.4836,0.8914
1,Line,,,,,,,181.8017,155.4836,1.8669,181.8017,155.4836,0.8914
1,Arc,181.8017,142.3145,1.8669,2.4387,270,90,,,,,,
1,Arc,171.0714,153.0448,0.8914,2.4387,0,90,,,,,,
1,Line,,,,,,,202.2479,153.0448,1.8669,202.2479,153.0448,0.8914
